id,event_id,occurred_at,event_value,sensor_type,sensor_id,space_id,date
1607,128959,2017-01-27T07:48:31.307000+0000,active,MOTION,14,9,1/27/2017 18:48
1608,128961,2017-01-27T07:48:33.769000+0000,active,MOTION,25,11,1/27/2017 18:48
1609,128963,2017-01-27T07:48:40.321000+0000,active,MOTION,27,5,1/27/2017 18:48
1610,128965,2017-01-27T07:48:51.417000+0000,inactive,TRANSIT,9,2,1/27/2017 18:48
1611,128966,2017-01-27T07:48:51.586000+0000,inactive,MOTION,12,8,1/27/2017 18:48
1612,128969,2017-01-27T07:48:52.809000+0000,inactive,MOTION,14,9,1/27/2017 18:48
1613,128971,2017-01-27T07:48:55.411000+0000,active,TRANSIT,9,2,1/27/2017 18:48
1614,128972,2017-01-27T07:48:55.488000+0000,active,MOTION,12,8,1/27/2017 18:48
1615,128973,2017-01-27T07:48:55.503000+0000,active,TRANSIT,9,2,1/27/2017 18:48
1616,128976,2017-01-27T07:48:57.351000+0000,active,MOTION,14,9,1/27/2017 18:48
1617,128978,2017-01-27T07:48:59.653000+0000,active,TRANSIT,3,3,1/27/2017 18:48
1618,128984,2017-01-27T07:49:02.714000+0000,inactive,MOTION,27,5,1/27/2017 18:49
1619,128988,2017-01-27T07:49:06.038000+0000,active,MOTION,7,1,1/27/2017 18:49
1620,128990,2017-01-27T07:49:13.964000+0000,inactive,MOTION,25,11,1/27/2017 18:49
1621,128992,2017-01-27T07:49:16.840000+0000,inactive,MOTION,12,8,1/27/2017 18:49
1622,128994,2017-01-27T07:49:18.065000+0000,inactive,MOTION,14,9,1/27/2017 18:49
1623,128996,2017-01-27T07:49:18.672000+0000,inactive,TRANSIT,9,2,1/27/2017 18:49
1624,128998,2017-01-27T07:49:22.189000+0000,inactive,TRANSIT,3,3,1/27/2017 18:49
1625,129000,2017-01-27T07:49:26.254000+0000,inactive,MOTION,7,1,1/27/2017 18:49
1626,129116,2017-01-27T08:51:35.815000+0000,active,MOTION,7,1,1/27/2017 19:51
1627,129118,2017-01-27T08:51:55.723000+0000,active,TRANSIT,3,3,1/27/2017 19:51
1628,129120,2017-01-27T08:51:57.135000+0000,active,TRANSIT,9,2,1/27/2017 19:51
1629,129122,2017-01-27T08:51:59.769000+0000,active,MOTION,14,9,1/27/2017 19:51
1630,129124,2017-01-27T08:52:02.253000+0000,active,MOTION,34,9,1/27/2017 19:52
1631,129134,2017-01-27T08:52:10.185000+0000,inactive,MOTION,7,1,1/27/2017 19:52
1632,129136,2017-01-27T08:52:18.135000+0000,inactive,TRANSIT,3,3,1/27/2017 19:52
1633,129138,2017-01-27T08:52:19.620000+0000,inactive,TRANSIT,9,2,1/27/2017 19:52
1634,129140,2017-01-27T08:52:34.761000+0000,inactive,MOTION,14,9,1/27/2017 19:52
1635,129142,2017-01-27T08:52:36.756000+0000,inactive,MOTION,34,9,1/27/2017 19:52
1636,129145,2017-01-27T08:52:42.177000+0000,active,MOTION,14,9,1/27/2017 19:52
1637,129147,2017-01-27T08:52:42.618000+0000,active,MOTION,34,9,1/27/2017 19:52
1638,129150,2017-01-27T08:53:05.014000+0000,inactive,MOTION,34,9,1/27/2017 19:53
1639,129151,2017-01-27T08:53:05.026000+0000,inactive,MOTION,14,9,1/27/2017 19:53
1640,129160,2017-01-27T08:53:25.235000+0000,active,MOTION,14,9,1/27/2017 19:53
1641,129162,2017-01-27T08:53:25.589000+0000,active,MOTION,34,9,1/27/2017 19:53
1642,129164,2017-01-27T08:53:35.760000+0000,inactive,MOTION,14,9,1/27/2017 19:53
1643,129166,2017-01-27T08:53:38.620000+0000,active,MOTION,14,9,1/27/2017 19:53
1644,129168,2017-01-27T08:53:39.257000+0000,active,TRANSIT,9,2,1/27/2017 19:53
1645,129170,2017-01-27T08:53:44.922000+0000,active,MOTION,12,8,1/27/2017 19:53
1646,129172,2017-01-27T08:53:58.758000+0000,inactive,MOTION,34,9,1/27/2017 19:53
1647,129174,2017-01-27T08:54:01.016000+0000,inactive,MOTION,14,9,1/27/2017 19:54
1648,129176,2017-01-27T08:54:01.619000+0000,inactive,TRANSIT,9,2,1/27/2017 19:54
1649,129178,2017-01-27T08:54:07.502000+0000,inactive,MOTION,12,8,1/27/2017 19:54
1650,129180,2017-01-27T08:54:19.232000+0000,active,MOTION,12,8,1/27/2017 19:54
1651,129182,2017-01-27T08:54:26.428000+0000,active,TRANSIT,9,2,1/27/2017 19:54
1652,129184,2017-01-27T08:54:29.006000+0000,active,MOTION,14,9,1/27/2017 19:54
1653,129186,2017-01-27T08:54:31.021000+0000,active,MOTION,34,9,1/27/2017 19:54
1654,129192,2017-01-27T08:54:41.755000+0000,inactive,MOTION,12,8,1/27/2017 19:54
1655,129194,2017-01-27T08:54:47.962000+0000,active,TRANSIT,3,3,1/27/2017 19:54
1656,129196,2017-01-27T08:54:59.045000+0000,inactive,MOTION,34,9,1/27/2017 19:54
1657,129198,2017-01-27T08:54:59.073000+0000,active,MOTION,7,1,1/27/2017 19:54
1658,129200,2017-01-27T08:55:04.013000+0000,inactive,MOTION,14,9,1/27/2017 19:55
1659,129202,2017-01-27T08:55:07.621000+0000,inactive,TRANSIT,9,2,1/27/2017 19:55
1660,129204,2017-01-27T08:55:09.877000+0000,inactive,TRANSIT,3,3,1/27/2017 19:55
1661,129206,2017-01-27T08:55:17.439000+0000,inactive,MOTION,7,1,1/27/2017 19:55
1662,129238,2017-01-27T09:04:53.569000+0000,active,MOTION,7,1,1/27/2017 20:04
1663,129241,2017-01-27T09:05:14.433000+0000,inactive,MOTION,7,1,1/27/2017 20:05
1664,129243,2017-01-27T09:06:06.939000+0000,active,MOTION,7,1,1/27/2017 20:06
1665,129245,2017-01-27T09:06:14.940000+0000,active,TRANSIT,3,3,1/27/2017 20:06
1666,129247,2017-01-27T09:06:15.746000+0000,active,TRANSIT,9,2,1/27/2017 20:06
1667,129249,2017-01-27T09:06:19.089000+0000,active,MOTION,14,9,1/27/2017 20:06
1668,129251,2017-01-27T09:06:21.528000+0000,active,MOTION,34,9,1/27/2017 20:06
1669,129254,2017-01-27T09:06:29.171000+0000,inactive,MOTION,7,1,1/27/2017 20:06
1670,129257,2017-01-27T09:06:37.124000+0000,inactive,TRANSIT,3,3,1/27/2017 20:06
1671,129259,2017-01-27T09:06:38.610000+0000,inactive,TRANSIT,9,2,1/27/2017 20:06
1672,129261,2017-01-27T09:06:53.751000+0000,inactive,MOTION,14,9,1/27/2017 20:06
1673,129263,2017-01-27T09:06:56.310000+0000,active,MOTION,14,9,1/27/2017 20:06
1674,129265,2017-01-27T09:07:07.751000+0000,inactive,MOTION,14,9,1/27/2017 20:07
1675,129267,2017-01-27T09:07:15.423000+0000,active,MOTION,14,9,1/27/2017 20:07
1676,129269,2017-01-27T09:07:19.742000+0000,inactive,MOTION,34,9,1/27/2017 20:07
1677,129271,2017-01-27T09:07:22.311000+0000,active,MOTION,34,9,1/27/2017 20:07
1678,129273,2017-01-27T09:07:38.757000+0000,active,TRANSIT,9,2,1/27/2017 20:07
1679,129275,2017-01-27T09:07:43.274000+0000,active,TRANSIT,3,3,1/27/2017 20:07
1680,129277,2017-01-27T09:07:46.758000+0000,active,MOTION,7,1,1/27/2017 20:07
1681,129279,2017-01-27T09:07:56.744000+0000,inactive,MOTION,34,9,1/27/2017 20:07
1682,129281,2017-01-27T09:08:01.611000+0000,inactive,TRANSIT,9,2,1/27/2017 20:08
1683,129283,2017-01-27T09:08:02.007000+0000,inactive,MOTION,14,9,1/27/2017 20:08
1684,129285,2017-01-27T09:08:04.865000+0000,inactive,TRANSIT,3,3,1/27/2017 20:08
1685,129287,2017-01-27T09:08:19.431000+0000,inactive,MOTION,7,1,1/27/2017 20:08
1686,129405,2017-01-27T10:30:15.204000+0000,active,MOTION,7,1,1/27/2017 21:30
1687,129407,2017-01-27T10:30:24.495000+0000,active,TRANSIT,3,3,1/27/2017 21:30
1688,129409,2017-01-27T10:30:25.647000+0000,active,TRANSIT,9,2,1/27/2017 21:30
1689,129411,2017-01-27T10:30:30.115000+0000,active,MOTION,14,9,1/27/2017 21:30
1690,129419,2017-01-27T10:30:34.163000+0000,active,MOTION,34,9,1/27/2017 21:30
1691,129421,2017-01-27T10:30:38.356000+0000,inactive,MOTION,7,1,1/27/2017 21:30
1692,129423,2017-01-27T10:30:45.797000+0000,inactive,TRANSIT,3,3,1/27/2017 21:30
1693,129425,2017-01-27T10:30:48.294000+0000,inactive,TRANSIT,9,2,1/27/2017 21:30
1694,129427,2017-01-27T10:31:10.692000+0000,inactive,MOTION,14,9,1/27/2017 21:31
1695,129429,2017-01-27T10:31:28.898000+0000,inactive,MOTION,34,9,1/27/2017 21:31
1696,129431,2017-01-27T10:32:17.858000+0000,active,MOTION,34,9,1/27/2017 21:32
1697,129433,2017-01-27T10:32:20.100000+0000,active,MOTION,14,9,1/27/2017 21:32
1698,129435,2017-01-27T10:32:21.259000+0000,active,TRANSIT,9,2,1/27/2017 21:32
1699,129437,2017-01-27T10:32:26.374000+0000,active,TRANSIT,3,3,1/27/2017 21:32
1700,129439,2017-01-27T10:32:30.179000+0000,active,MOTION,7,1,1/27/2017 21:32
1701,129441,2017-01-27T10:32:40.640000+0000,inactive,MOTION,34,9,1/27/2017 21:32
1702,129443,2017-01-27T10:32:42.942000+0000,inactive,MOTION,14,9,1/27/2017 21:32
1703,129445,2017-01-27T10:32:44.548000+0000,inactive,TRANSIT,9,2,1/27/2017 21:32
1704,129447,2017-01-27T10:32:48.794000+0000,inactive,TRANSIT,3,3,1/27/2017 21:32
1705,129449,2017-01-27T10:32:53.346000+0000,inactive,MOTION,7,1,1/27/2017 21:32
1706,129457,2017-01-27T10:34:24.358000+0000,active,MOTION,7,1,1/27/2017 21:34
1707,129459,2017-01-27T10:34:39.093000+0000,active,TRANSIT,3,3,1/27/2017 21:34
1708,129461,2017-01-27T10:34:50.020000+0000,active,TRANSIT,9,2,1/27/2017 21:34
1709,129463,2017-01-27T10:34:53.985000+0000,active,MOTION,5,4,1/27/2017 21:34
1710,129465,2017-01-27T10:34:59.343000+0000,inactive,MOTION,7,1,1/27/2017 21:34
1711,129467,2017-01-27T10:35:00.547000+0000,inactive,TRANSIT,9,2,1/27/2017 21:35
1712,129469,2017-01-27T10:35:13.790000+0000,inactive,TRANSIT,3,3,1/27/2017 21:35
1713,129471,2017-01-27T10:35:36.537000+0000,active,TRANSIT,3,3,1/27/2017 21:35
1714,129473,2017-01-27T10:35:40.791000+0000,active,TRANSIT,9,2,1/27/2017 21:35
1715,129475,2017-01-27T10:35:43.134000+0000,active,MOTION,7,1,1/27/2017 21:35
1716,129483,2017-01-27T10:35:54.963000+0000,inactive,MOTION,5,4,1/27/2017 21:35
1717,129485,2017-01-27T10:35:59.045000+0000,inactive,TRANSIT,3,3,1/27/2017 21:35
1718,129487,2017-01-27T10:36:00.544000+0000,inactive,TRANSIT,9,2,1/27/2017 21:36
1719,129489,2017-01-27T10:36:06.086000+0000,inactive,MOTION,7,1,1/27/2017 21:36
1720,129569,2017-01-27T10:56:58.622000+0000,active,MOTION,7,1,1/27/2017 21:56
1721,129571,2017-01-27T10:57:20.322000+0000,inactive,MOTION,7,1,1/27/2017 21:57
1722,129573,2017-01-27T10:57:41.532000+0000,active,MOTION,7,1,1/27/2017 21:57
1723,129575,2017-01-27T10:57:44.843000+0000,active,TRANSIT,3,3,1/27/2017 21:57
1724,129577,2017-01-27T10:57:45.387000+0000,active,TRANSIT,9,2,1/27/2017 21:57
1725,129579,2017-01-27T10:57:49.587000+0000,active,MOTION,14,9,1/27/2017 21:57
1726,129581,2017-01-27T10:57:52.674000+0000,active,MOTION,34,9,1/27/2017 21:57
1727,129583,2017-01-27T10:58:04.065000+0000,inactive,MOTION,7,1,1/27/2017 21:58
1728,129585,2017-01-27T10:58:07.772000+0000,inactive,TRANSIT,3,3,1/27/2017 21:58
1729,129587,2017-01-27T10:58:08.278000+0000,inactive,TRANSIT,9,2,1/27/2017 21:58
1730,129589,2017-01-27T10:58:12.671000+0000,inactive,MOTION,14,9,1/27/2017 21:58
1731,129591,2017-01-27T10:58:17.401000+0000,active,MOTION,14,9,1/27/2017 21:58
1732,129593,2017-01-27T10:58:37.385000+0000,active,TRANSIT,9,2,1/27/2017 21:58
1733,129595,2017-01-27T10:58:41.545000+0000,active,TRANSIT,3,3,1/27/2017 21:58
1734,129597,2017-01-27T10:58:45.178000+0000,active,MOTION,7,1,1/27/2017 21:58
1735,129599,2017-01-27T10:58:57.608000+0000,inactive,MOTION,34,9,1/27/2017 21:58
1736,129601,2017-01-27T10:58:59.926000+0000,inactive,MOTION,14,9,1/27/2017 21:58
1737,129603,2017-01-27T10:59:00.530000+0000,inactive,TRANSIT,9,2,1/27/2017 21:59
1738,129605,2017-01-27T10:59:04.025000+0000,inactive,TRANSIT,3,3,1/27/2017 21:59
1739,129607,2017-01-27T10:59:07.061000+0000,inactive,MOTION,7,1,1/27/2017 21:59
1740,129615,2017-01-27T11:02:42.824000+0000,active,MOTION,7,1,1/27/2017 22:02
1741,129617,2017-01-27T11:02:51.347000+0000,active,TRANSIT,3,3,1/27/2017 22:02
1742,129619,2017-01-27T11:02:52.962000+0000,active,TRANSIT,9,2,1/27/2017 22:02
1743,129621,2017-01-27T11:02:56.633000+0000,active,MOTION,5,4,1/27/2017 22:02
1744,129623,2017-01-27T11:03:03.527000+0000,inactive,TRANSIT,9,2,1/27/2017 22:03
1745,129625,2017-01-27T11:03:05.061000+0000,inactive,MOTION,7,1,1/27/2017 22:03
1746,129627,2017-01-27T11:03:05.564000+0000,active,MOTION,14,9,1/27/2017 22:03
1747,129629,2017-01-27T11:03:06.046000+0000,active,TRANSIT,9,2,1/27/2017 22:03
1748,129631,2017-01-27T11:03:07.620000+0000,active,MOTION,34,9,1/27/2017 22:03
1749,129633,2017-01-27T11:03:17.943000+0000,inactive,MOTION,5,4,1/27/2017 22:03
1750,129635,2017-01-27T11:03:19.569000+0000,active,TRANSIT,22,10,1/27/2017 22:03
1751,129637,2017-01-27T11:03:20.183000+0000,active,MOTION,23,10,1/27/2017 22:03
1752,129639,2017-01-27T11:03:24.021000+0000,inactive,TRANSIT,3,3,1/27/2017 22:03
1753,129641,2017-01-27T11:03:27.526000+0000,inactive,TRANSIT,9,2,1/27/2017 22:03
1754,129642,2017-01-27T11:03:27.664000+0000,inactive,MOTION,14,9,1/27/2017 22:03
1755,129645,2017-01-27T11:03:30.612000+0000,active,TRANSIT,35,9,1/27/2017 22:03
1756,129646,2017-01-27T11:03:30.855000+0000,inactive,MOTION,34,9,1/27/2017 22:03
1757,129649,2017-01-27T11:03:36.109000+0000,active,MOTION,29,6,1/27/2017 22:03
1758,129651,2017-01-27T11:03:40.277000+0000,active,MOTION,27,5,1/27/2017 22:03
1759,129653,2017-01-27T11:03:40.715000+0000,active,TRANSIT,28,6,1/27/2017 22:03
1760,129655,2017-01-27T11:03:41.407000+0000,inactive,TRANSIT,35,9,1/27/2017 22:03
1761,129657,2017-01-27T11:03:42.479000+0000,inactive,TRANSIT,22,10,1/27/2017 22:03
1762,129658,2017-01-27T11:03:42.525000+0000,inactive,MOTION,23,10,1/27/2017 22:03
1763,129659,2017-01-27T11:03:42.547000+0000,inactive,TRANSIT,22,10,1/27/2017 22:03
1764,129662,2017-01-27T11:03:57.676000+0000,inactive,MOTION,29,6,1/27/2017 22:03
1765,129664,2017-01-27T11:04:02.572000+0000,inactive,MOTION,27,5,1/27/2017 22:04
1766,129666,2017-01-27T11:04:03.201000+0000,inactive,TRANSIT,28,6,1/27/2017 22:04
1767,129668,2017-01-27T11:07:00.756000+0000,active,MOTION,27,5,1/27/2017 22:07
1768,129670,2017-01-27T11:07:12.103000+0000,active,TRANSIT,28,6,1/27/2017 22:07
1769,129672,2017-01-27T11:07:17.838000+0000,active,MOTION,25,11,1/27/2017 22:07
1770,129674,2017-01-27T11:07:29.554000+0000,active,TRANSIT,9,2,1/27/2017 22:07
1771,129675,2017-01-27T11:07:29.669000+0000,active,MOTION,12,8,1/27/2017 22:07
1772,129678,2017-01-27T11:07:31.408000+0000,active,MOTION,14,9,1/27/2017 22:07
1773,129680,2017-01-27T11:07:32.464000+0000,inactive,TRANSIT,28,6,1/27/2017 22:07
1774,129681,2017-01-27T11:07:33.311000+0000,active,MOTION,34,9,1/27/2017 22:07
1775,129683,2017-01-27T11:07:35.833000+0000,inactive,MOTION,27,5,1/27/2017 22:07
1776,129685,2017-01-27T11:07:40.488000+0000,inactive,MOTION,25,11,1/27/2017 22:07
1777,129687,2017-01-27T11:07:45.323000+0000,active,TRANSIT,3,3,1/27/2017 22:07
1778,129689,2017-01-27T11:07:49.389000+0000,active,MOTION,5,4,1/27/2017 22:07
1779,129691,2017-01-27T11:07:50.335000+0000,inactive,MOTION,12,8,1/27/2017 22:07
1780,129693,2017-01-27T11:07:55.598000+0000,inactive,MOTION,34,9,1/27/2017 22:07
1781,129695,2017-01-27T11:08:03.920000+0000,inactive,MOTION,14,9,1/27/2017 22:08
1782,129697,2017-01-27T11:08:04.761000+0000,inactive,TRANSIT,9,2,1/27/2017 22:08
1783,129699,2017-01-27T11:08:07.761000+0000,inactive,TRANSIT,3,3,1/27/2017 22:08
1784,129701,2017-01-27T11:08:11.939000+0000,inactive,MOTION,5,4,1/27/2017 22:08
1785,129703,2017-01-27T11:08:31.174000+0000,active,MOTION,5,4,1/27/2017 22:08
1786,129705,2017-01-27T11:09:17.939000+0000,inactive,MOTION,5,4,1/27/2017 22:09
1787,129707,2017-01-27T11:09:32.483000+0000,active,MOTION,5,4,1/27/2017 22:09
1788,129709,2017-01-27T11:09:52.586000+0000,active,TRANSIT,3,3,1/27/2017 22:09
1789,129711,2017-01-27T11:09:54.716000+0000,active,TRANSIT,9,2,1/27/2017 22:09
1790,129713,2017-01-27T11:09:56.697000+0000,active,MOTION,7,1,1/27/2017 22:09
1791,129715,2017-01-27T11:10:07.530000+0000,inactive,TRANSIT,9,2,1/27/2017 22:10
1792,129717,2017-01-27T11:10:07.581000+0000,inactive,MOTION,5,4,1/27/2017 22:10
1793,129719,2017-01-27T11:10:22.877000+0000,active,TRANSIT,9,2,1/27/2017 22:10
1794,129721,2017-01-27T11:10:32.151000+0000,active,MOTION,14,9,1/27/2017 22:10
1795,129723,2017-01-27T11:10:34.527000+0000,active,MOTION,34,9,1/27/2017 22:10
1796,129724,2017-01-27T11:10:34.532000+0000,inactive,MOTION,7,1,1/27/2017 22:10
1797,129727,2017-01-27T11:10:45.521000+0000,inactive,TRANSIT,9,2,1/27/2017 22:10
1798,129728,2017-01-27T11:10:45.758000+0000,inactive,TRANSIT,3,3,1/27/2017 22:10
1799,129731,2017-01-27T11:10:54.659000+0000,inactive,MOTION,14,9,1/27/2017 22:10
1800,129733,2017-01-27T11:10:57.218000+0000,active,MOTION,14,9,1/27/2017 22:10
1801,129734,2017-01-27T11:11:07.660000+0000,inactive,MOTION,14,9,1/27/2017 22:11
1802,129736,2017-01-27T11:11:16.825000+0000,active,MOTION,14,9,1/27/2017 22:11
1803,129737,2017-01-27T11:11:17.044000+0000,active,TRANSIT,9,2,1/27/2017 22:11
1804,129740,2017-01-27T11:11:31.848000+0000,inactive,MOTION,34,9,1/27/2017 22:11
1805,129741,2017-01-27T11:11:31.928000+0000,active,MOTION,12,8,1/27/2017 22:11
1806,129744,2017-01-27T11:11:39.916000+0000,inactive,MOTION,14,9,1/27/2017 22:11
1807,129746,2017-01-27T11:11:51.264000+0000,inactive,TRANSIT,9,2,1/27/2017 22:11
1808,129748,2017-01-27T11:11:54.584000+0000,inactive,MOTION,12,8,1/27/2017 22:11
1809,129750,2017-01-27T11:12:11.610000+0000,active,MOTION,12,8,1/27/2017 22:12
1810,129752,2017-01-27T11:12:58.587000+0000,inactive,MOTION,12,8,1/27/2017 22:12
1811,129754,2017-01-27T11:13:04.880000+0000,active,MOTION,12,8,1/27/2017 22:13
1812,129756,2017-01-27T11:13:27.329000+0000,inactive,MOTION,12,8,1/27/2017 22:13
1813,129758,2017-01-27T11:13:29.848000+0000,active,MOTION,12,8,1/27/2017 22:13
1814,129760,2017-01-27T11:14:38.583000+0000,inactive,MOTION,12,8,1/27/2017 22:14
1815,129762,2017-01-27T11:14:46.685000+0000,active,MOTION,12,8,1/27/2017 22:14
1816,129764,2017-01-27T11:15:09.325000+0000,inactive,MOTION,12,8,1/27/2017 22:15
1817,129766,2017-01-27T11:15:12.809000+0000,active,MOTION,12,8,1/27/2017 22:15
1818,129768,2017-01-27T11:15:59.582000+0000,inactive,MOTION,12,8,1/27/2017 22:15
1819,129770,2017-01-27T11:16:06.995000+0000,active,MOTION,12,8,1/27/2017 22:16
1820,129772,2017-01-27T11:16:47.324000+0000,inactive,MOTION,12,8,1/27/2017 22:16
1821,129774,2017-01-27T11:16:59.494000+0000,active,MOTION,12,8,1/27/2017 22:16
1822,129776,2017-01-27T11:18:36.578000+0000,inactive,MOTION,12,8,1/27/2017 22:18
1823,129778,2017-01-27T11:18:52.336000+0000,active,MOTION,12,8,1/27/2017 22:18
1824,129780,2017-01-27T11:18:57.036000+0000,active,TRANSIT,9,2,1/27/2017 22:18
1825,129782,2017-01-27T11:19:06.677000+0000,active,TRANSIT,3,3,1/27/2017 22:19
1826,129784,2017-01-27T11:19:15.577000+0000,inactive,MOTION,12,8,1/27/2017 22:19
1827,129786,2017-01-27T11:19:16.035000+0000,active,MOTION,5,4,1/27/2017 22:19
1828,129788,2017-01-27T11:19:29.258000+0000,inactive,TRANSIT,9,2,1/27/2017 22:19
1829,129790,2017-01-27T11:19:29.750000+0000,inactive,TRANSIT,3,3,1/27/2017 22:19
1830,129792,2017-01-27T11:20:08.347000+0000,inactive,MOTION,5,4,1/27/2017 22:20
1831,129812,2017-01-27T11:33:21.296000+0000,active,MOTION,5,4,1/27/2017 22:33
1832,129814,2017-01-27T11:33:42.172000+0000,inactive,MOTION,5,4,1/27/2017 22:33
1833,129960,2017-01-27T12:42:36.273000+0000,active,MOTION,5,4,1/27/2017 23:42
1834,129962,2017-01-27T12:42:51.879000+0000,active,TRANSIT,3,3,1/27/2017 23:42
1835,129964,2017-01-27T12:42:54.374000+0000,active,TRANSIT,9,2,1/27/2017 23:42
1836,129966,2017-01-27T12:43:01.586000+0000,active,MOTION,12,8,1/27/2017 23:43
1837,129968,2017-01-27T12:43:10.107000+0000,inactive,MOTION,5,4,1/27/2017 23:43
1838,129970,2017-01-27T12:43:14.927000+0000,inactive,TRANSIT,3,3,1/27/2017 23:43
1839,129972,2017-01-27T12:43:17.184000+0000,inactive,TRANSIT,9,2,1/27/2017 23:43
1840,129974,2017-01-27T12:43:36.463000+0000,inactive,MOTION,12,8,1/27/2017 23:43
1841,129976,2017-01-27T12:43:58.703000+0000,active,MOTION,12,8,1/27/2017 23:43
1842,129984,2017-01-27T12:44:08.071000+0000,active,TRANSIT,9,2,1/27/2017 23:44
1843,129986,2017-01-27T12:44:12.905000+0000,active,TRANSIT,3,3,1/27/2017 23:44
1844,129988,2017-01-27T12:44:18.448000+0000,active,MOTION,5,4,1/27/2017 23:44
1845,129990,2017-01-27T12:44:21.462000+0000,inactive,MOTION,12,8,1/27/2017 23:44
1846,129992,2017-01-27T12:44:30.186000+0000,inactive,TRANSIT,9,2,1/27/2017 23:44
1847,129994,2017-01-27T12:44:35.928000+0000,inactive,TRANSIT,3,3,1/27/2017 23:44
1848,129996,2017-01-27T12:44:41.106000+0000,inactive,MOTION,5,4,1/27/2017 23:44
1849,129998,2017-01-27T12:45:38.211000+0000,active,MOTION,5,4,1/27/2017 23:45
1850,130006,2017-01-27T12:45:58.848000+0000,inactive,MOTION,5,4,1/27/2017 23:45
1851,130008,2017-01-27T12:47:03.914000+0000,active,MOTION,5,4,1/27/2017 23:47
1852,130010,2017-01-27T12:47:14.845000+0000,inactive,MOTION,5,4,1/27/2017 23:47
1853,130024,2017-01-27T12:49:59.164000+0000,active,MOTION,5,4,1/27/2017 23:49
1854,130026,2017-01-27T12:50:21.113000+0000,active,TRANSIT,3,3,1/27/2017 23:50
1855,130028,2017-01-27T12:50:23.173000+0000,active,TRANSIT,9,2,1/27/2017 23:50
1856,130030,2017-01-27T12:50:29.806000+0000,active,MOTION,14,9,1/27/2017 23:50
1857,130032,2017-01-27T12:50:36.845000+0000,inactive,MOTION,5,4,1/27/2017 23:50
1858,130034,2017-01-27T12:50:40.243000+0000,active,MOTION,34,9,1/27/2017 23:50
1859,130036,2017-01-27T12:50:43.918000+0000,inactive,TRANSIT,3,3,1/27/2017 23:50
1860,130038,2017-01-27T12:50:58.436000+0000,inactive,TRANSIT,9,2,1/27/2017 23:50
1861,130040,2017-01-27T12:51:00.462000+0000,inactive,MOTION,34,9,1/27/2017 23:51
1862,130042,2017-01-27T12:51:04.831000+0000,inactive,MOTION,14,9,1/27/2017 23:51
1863,130044,2017-01-27T12:51:07.810000+0000,active,MOTION,34,9,1/27/2017 23:51
1864,130045,2017-01-27T12:51:07.909000+0000,active,MOTION,14,9,1/27/2017 23:51
1865,130048,2017-01-27T12:51:09.610000+0000,active,TRANSIT,9,2,1/27/2017 23:51
1866,130050,2017-01-27T12:51:13.613000+0000,active,MOTION,12,8,1/27/2017 23:51
1867,130058,2017-01-27T12:51:28.720000+0000,inactive,MOTION,34,9,1/27/2017 23:51
1868,130060,2017-01-27T12:51:30.573000+0000,inactive,MOTION,14,9,1/27/2017 23:51
1869,130062,2017-01-27T12:51:32.175000+0000,inactive,TRANSIT,9,2,1/27/2017 23:51
1870,130064,2017-01-27T12:51:36.452000+0000,inactive,MOTION,12,8,1/27/2017 23:51
1871,130072,2017-01-27T12:51:46.695000+0000,active,MOTION,12,8,1/27/2017 23:51
1872,130074,2017-01-27T12:51:56.841000+0000,active,TRANSIT,9,2,1/27/2017 23:51
1873,130076,2017-01-27T12:52:00.070000+0000,active,MOTION,14,9,1/27/2017 23:52
1874,130078,2017-01-27T12:52:09.196000+0000,inactive,MOTION,12,8,1/27/2017 23:52
1875,130080,2017-01-27T12:52:15.458000+0000,active,TRANSIT,3,3,1/27/2017 23:52
1876,130082,2017-01-27T12:52:19.764000+0000,active,MOTION,5,4,1/27/2017 23:52
1877,130084,2017-01-27T12:52:22.828000+0000,inactive,MOTION,14,9,1/27/2017 23:52
1878,130086,2017-01-27T12:52:31.176000+0000,inactive,TRANSIT,9,2,1/27/2017 23:52
1879,130088,2017-01-27T12:52:37.918000+0000,inactive,TRANSIT,3,3,1/27/2017 23:52
1880,130090,2017-01-27T12:52:54.841000+0000,inactive,MOTION,5,4,1/27/2017 23:52
1881,130092,2017-01-27T12:53:03.762000+0000,active,MOTION,5,4,1/27/2017 23:53
1882,130100,2017-01-27T12:53:25.097000+0000,inactive,MOTION,5,4,1/27/2017 23:53
1883,130108,2017-01-27T12:59:22.788000+0000,active,MOTION,5,4,1/27/2017 23:59
1884,130110,2017-01-27T12:59:46.091000+0000,inactive,MOTION,5,4,1/27/2017 23:59
1885,130118,2017-01-27T13:01:34.415000+0000,active,MOTION,5,4,1/28/2017 0:01
1886,130120,2017-01-27T13:01:54.831000+0000,inactive,MOTION,5,4,1/28/2017 0:01
1887,130122,2017-01-27T13:02:00.690000+0000,active,MOTION,5,4,1/28/2017 0:02
1888,130124,2017-01-27T13:02:21.088000+0000,inactive,MOTION,5,4,1/28/2017 0:02
1889,130126,2017-01-27T13:02:55.889000+0000,active,MOTION,5,4,1/28/2017 0:02
1890,130128,2017-01-27T13:03:07.090000+0000,inactive,MOTION,5,4,1/28/2017 0:03
1891,130280,2017-01-27T14:39:10.642000+0000,active,MOTION,5,4,1/28/2017 1:39
1892,130288,2017-01-27T14:39:45.006000+0000,inactive,MOTION,5,4,1/28/2017 1:39
