id,event_id,occurred_at,event_value,sensor_type,sensor_id,space_id,date
1893,130296,2017-01-27T14:40:17.995000+0000,active,MOTION,5,4,1/28/2017 1:40
1894,130298,2017-01-27T14:40:38.748000+0000,inactive,MOTION,5,4,1/28/2017 1:40
1895,130456,2017-01-27T15:55:50.110000+0000,active,MOTION,5,4,1/28/2017 2:55
1896,130458,2017-01-27T15:56:10.683000+0000,inactive,MOTION,5,4,1/28/2017 2:56
1897,130466,2017-01-27T16:06:38.741000+0000,active,MOTION,5,4,1/28/2017 3:06
1898,130468,2017-01-27T16:07:12.673000+0000,inactive,MOTION,5,4,1/28/2017 3:07
1899,130580,2017-01-27T17:17:11.813000+0000,active,MOTION,5,4,1/28/2017 4:17
1900,130582,2017-01-27T17:17:34.610000+0000,inactive,MOTION,5,4,1/28/2017 4:17
1901,130584,2017-01-27T17:20:09.182000+0000,active,MOTION,5,4,1/28/2017 4:20
1902,130586,2017-01-27T17:20:26.620000+0000,active,TRANSIT,3,3,1/28/2017 4:20
1903,130588,2017-01-27T17:20:29.232000+0000,active,TRANSIT,9,2,1/28/2017 4:20
1904,130590,2017-01-27T17:20:35.870000+0000,active,MOTION,12,8,1/28/2017 4:20
1905,130592,2017-01-27T17:20:43.860000+0000,inactive,MOTION,5,4,1/28/2017 4:20
1906,130594,2017-01-27T17:20:49.417000+0000,inactive,TRANSIT,3,3,1/28/2017 4:20
1907,130596,2017-01-27T17:20:51.961000+0000,inactive,TRANSIT,9,2,1/28/2017 4:20
1908,130598,2017-01-27T17:20:59.106000+0000,inactive,MOTION,12,8,1/28/2017 4:20
1909,130606,2017-01-27T17:21:25.065000+0000,active,MOTION,12,8,1/28/2017 4:21
1910,130608,2017-01-27T17:21:37.436000+0000,active,TRANSIT,9,2,1/28/2017 4:21
1911,130610,2017-01-27T17:21:45.646000+0000,active,TRANSIT,3,3,1/28/2017 4:21
1912,130612,2017-01-27T17:21:51.288000+0000,active,MOTION,5,4,1/28/2017 4:21
1913,130614,2017-01-27T17:22:00.102000+0000,inactive,MOTION,12,8,1/28/2017 4:22
1914,130615,2017-01-27T17:22:00.216000+0000,inactive,TRANSIT,9,2,1/28/2017 4:22
1915,130618,2017-01-27T17:22:08.416000+0000,inactive,TRANSIT,3,3,1/28/2017 4:22
1916,130620,2017-01-27T17:22:24.862000+0000,inactive,MOTION,5,4,1/28/2017 4:22
1917,130622,2017-01-27T17:22:34.801000+0000,active,MOTION,5,4,1/28/2017 4:22
1918,130624,2017-01-27T17:22:45.863000+0000,inactive,MOTION,5,4,1/28/2017 4:22
1919,130752,2017-01-27T18:29:20.468000+0000,active,MOTION,5,4,1/28/2017 5:29
1920,130754,2017-01-27T18:29:32.046000+0000,inactive,MOTION,5,4,1/28/2017 5:29
1921,130996,2017-01-27T20:33:39.511000+0000,active,MOTION,5,4,1/28/2017 7:33
1922,131004,2017-01-27T20:34:18.560000+0000,active,TRANSIT,3,3,1/28/2017 7:34
1923,131006,2017-01-27T20:34:20.828000+0000,active,TRANSIT,9,2,1/28/2017 7:34
1924,131008,2017-01-27T20:34:26.777000+0000,active,MOTION,14,9,1/28/2017 7:34
1925,131010,2017-01-27T20:34:33.451000+0000,inactive,MOTION,5,4,1/28/2017 7:34
1926,131012,2017-01-27T20:34:35.707000+0000,active,MOTION,34,9,1/28/2017 7:34
1927,131014,2017-01-27T20:34:41.517000+0000,inactive,TRANSIT,3,3,1/28/2017 7:34
1928,131016,2017-01-27T20:34:55.819000+0000,inactive,TRANSIT,9,2,1/28/2017 7:34
1929,131018,2017-01-27T20:34:57.914000+0000,inactive,MOTION,34,9,1/28/2017 7:34
1930,131020,2017-01-27T20:35:00.435000+0000,active,MOTION,34,9,1/28/2017 7:35
1931,131021,2017-01-27T20:35:00.677000+0000,active,TRANSIT,9,2,1/28/2017 7:35
1932,131023,2017-01-27T20:35:11.171000+0000,inactive,MOTION,34,9,1/28/2017 7:35
1933,131025,2017-01-27T20:35:16.875000+0000,active,MOTION,12,8,1/28/2017 7:35
1934,131027,2017-01-27T20:35:25.487000+0000,inactive,MOTION,14,9,1/28/2017 7:35
1935,131029,2017-01-27T20:35:39.076000+0000,inactive,TRANSIT,9,2,1/28/2017 7:35
1936,131037,2017-01-27T20:36:03.808000+0000,active,TRANSIT,9,2,1/28/2017 7:36
1937,131039,2017-01-27T20:36:09.021000+0000,active,MOTION,14,9,1/28/2017 7:36
1938,131041,2017-01-27T20:36:12.364000+0000,active,TRANSIT,3,3,1/28/2017 7:36
1939,131044,2017-01-27T20:36:19.862000+0000,inactive,MOTION,12,8,1/28/2017 7:36
1940,131046,2017-01-27T20:36:27.073000+0000,inactive,TRANSIT,9,2,1/28/2017 7:36
1941,131048,2017-01-27T20:36:30.228000+0000,inactive,MOTION,14,9,1/28/2017 7:36
1942,131050,2017-01-27T20:36:35.503000+0000,inactive,TRANSIT,3,3,1/28/2017 7:36
1943,131052,2017-01-27T20:36:40.797000+0000,active,TRANSIT,3,3,1/28/2017 7:36
1944,131055,2017-01-27T20:36:57.124000+0000,active,TRANSIT,9,2,1/28/2017 7:36
1945,131057,2017-01-27T20:37:01.366000+0000,active,MOTION,14,9,1/28/2017 7:37
1946,131059,2017-01-27T20:37:03.966000+0000,active,MOTION,34,9,1/28/2017 7:37
1947,131061,2017-01-27T20:37:15.505000+0000,inactive,TRANSIT,3,3,1/28/2017 7:37
1948,131063,2017-01-27T20:37:20.072000+0000,inactive,TRANSIT,9,2,1/28/2017 7:37
1949,131065,2017-01-27T20:37:24.488000+0000,inactive,MOTION,14,9,1/28/2017 7:37
1950,131067,2017-01-27T20:37:30.651000+0000,active,MOTION,14,9,1/28/2017 7:37
1951,131075,2017-01-27T20:37:51.181000+0000,inactive,MOTION,34,9,1/28/2017 7:37
1952,131077,2017-01-27T20:37:52.232000+0000,inactive,MOTION,14,9,1/28/2017 7:37
1953,131079,2017-01-27T20:37:54.840000+0000,active,MOTION,34,9,1/28/2017 7:37
1954,131081,2017-01-27T20:37:55.757000+0000,active,MOTION,14,9,1/28/2017 7:37
1955,131083,2017-01-27T20:38:17.913000+0000,inactive,MOTION,34,9,1/28/2017 7:38
1956,131085,2017-01-27T20:38:18.484000+0000,inactive,MOTION,14,9,1/28/2017 7:38
1957,131087,2017-01-27T20:38:20.700000+0000,active,MOTION,34,9,1/28/2017 7:38
1958,131089,2017-01-27T20:38:21.089000+0000,active,MOTION,14,9,1/28/2017 7:38
1959,131091,2017-01-27T20:39:29.169000+0000,inactive,MOTION,34,9,1/28/2017 7:39
1960,131093,2017-01-27T20:39:33.409000+0000,active,MOTION,34,9,1/28/2017 7:39
1961,131102,2017-01-27T20:40:38.483000+0000,inactive,MOTION,14,9,1/28/2017 7:40
1962,131104,2017-01-27T20:40:42.795000+0000,active,MOTION,14,9,1/28/2017 7:40
1963,131114,2017-01-27T20:41:20.338000+0000,active,TRANSIT,9,2,1/28/2017 7:41
1964,131116,2017-01-27T20:41:30.813000+0000,inactive,TRANSIT,9,2,1/28/2017 7:41
1965,131118,2017-01-27T20:41:37.906000+0000,inactive,MOTION,34,9,1/28/2017 7:41
1966,131120,2017-01-27T20:41:43.094000+0000,active,MOTION,34,9,1/28/2017 7:41
1967,131121,2017-01-27T20:41:43.220000+0000,active,TRANSIT,9,2,1/28/2017 7:41
1968,131124,2017-01-27T20:41:48.252000+0000,active,TRANSIT,3,3,1/28/2017 7:41
1969,131126,2017-01-27T20:41:52.088000+0000,active,MOTION,5,4,1/28/2017 7:41
1970,131128,2017-01-27T20:41:53.902000+0000,inactive,MOTION,34,9,1/28/2017 7:41
1971,131130,2017-01-27T20:42:01.482000+0000,inactive,MOTION,14,9,1/28/2017 7:42
1972,131132,2017-01-27T20:42:06.067000+0000,inactive,TRANSIT,9,2,1/28/2017 7:42
1973,131134,2017-01-27T20:42:11.243000+0000,inactive,TRANSIT,3,3,1/28/2017 7:42
1974,131136,2017-01-27T20:42:33.438000+0000,inactive,MOTION,5,4,1/28/2017 7:42
